Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
GJ 3473,0.36,-0.02,0.02,3347.0,-54.0,54.0,0.36,-0.01,0.01,27.3644,-0.0376,0.0376,4.81,-0.06,0.06,Gaia DR2 3094290054327367168,9.063,9.627,8.829001,13.74,12.465,8.671,8.506,8.385,8.347,0,0.11,-0.19,0.19,[Fe/H],,,,M4,120.5936065,3.3371629,GJ 3473 b,1.266614822596071,0.0448359229237547,-0.0448359229237547,0.113,0.004,-0.004,1.859296178578848,0.2987587021989943,-0.2987587021989943,0.00585,0.00094,-0.00094,0,1,2.21,1.1980035,-1.9e-06,1.8e-06,747.239132185942,747.239132185942,747.239132185942,0.0157155533997457,2349475233.2619963,2349475233.2619963,2349475233.2619963,0.3,2.3,3436.44602009484,0.336,1,87.95,-0.45,0.47,0.0,,,0,,,,8492.204080000054,0.00043,-0.00042,0,8492.803081750055,3436.44602009484,1,0.097327,0.010812,-0.010812,2,2020,0,0,0,4.0,235.0,38.0,1578.0,76.0,3129.0,Transit,4.0,38.0,76.0,1
GJ 486,0.32,-0.02,0.02,3340.0,-54.0,54.0,0.33,-0.01,0.01,8.07426,-0.004095,0.004095,4.89,,,Gaia DR2 3735000631158990976,6.666,7.195,6.362,11.39,10.094,,,,,0,0.07,-0.16,0.16,[Fe/H],,,,M3.5 V,191.981531,9.7494181,GJ 486 b,1.3002417647888869,0.067253884385632,-0.067253884385632,0.116,0.006,-0.006,2.819137966494765,0.1112399423081361,-0.1207747945059764,0.00887,0.00035,-0.00038,0,1,3.37,1.467119,-3e-05,3.1e-05,680.5276106479108,680.5276106479108,680.5276106479108,0.0172961857596316,2585779771.064926,2585779771.064926,2585779771.064926,0.3,2.3,3542.5293110097487,0.3145693228040651,1,88.4,-1.4,1.1,0.0,,,1,,,,8931.159349999856,0.00042,-0.00042,0,8931.892909499857,3542.5293110097487,1,0.155063,0.004627,-0.004627,1,2021,0,0,0,2.0,64.0,8.0,272.0,15.0,465.0,Transit,2.0,8.0,15.0,2
GJ 9827,0.61,-0.01,0.02,4305.0,-49.0,49.0,0.6,0.0,0.01,29.661,-0.0541,0.0543,4.66,-0.01,0.02,Gaia DR2 2643842302456085888,7.379,7.984,7.193,10.37,9.83773,6.99,7.155,7.114,6.957,0,-0.26,-0.09,0.09,[Fe/H],10.0,-5.0,3.0,K6 V,351.7717763,-1.2853435,GJ 9827 b,1.5804662830623537,0.0224179614618773,-0.033626942192816,0.141,0.002,-0.003,5.139285334635892,0.4703860417601187,-0.4703860417601187,0.01617,0.00148,-0.00148,0,1,4.31,1.2089819,-7.1e-06,7.1e-06,1132.9471012194738,1132.9471012194738,1132.9471012194738,0.0188500829128783,2818087395.4753065,2818087395.4753065,2818087395.4753065,0.3,2.3,4530.620913724354,0.4602,1,86.07,-0.34,0.41,0.0,,,1,,,,7738.825860000215,0.00026,-0.00026,0,7739.430350950215,4530.620913724354,1,0.0586,0.0019,-0.0023,1,2017,0,0,0,6.0,38.0,51.0,213.0,101.0,418.0,Transit,6.0,51.0,101.0,1
GJ 9827,0.61,-0.01,0.02,4305.0,-49.0,49.0,0.6,0.0,0.01,29.661,-0.0541,0.0543,4.66,-0.01,0.02,Gaia DR2 2643842302456085888,7.379,7.984,7.193,10.37,9.83773,6.99,7.155,7.114,6.957,0,-0.26,-0.09,0.09,[Fe/H],10.0,-5.0,3.0,K6 V,351.7717763,-1.2853435,GJ 9827 c,1.2441968611341936,0.0224179614618773,-0.0224179614618773,0.111,0.002,-0.002,1.449297534071717,0.5784477000023082,-0.5689128478044679,0.00456,0.00182,-0.00179,0,1,0.82,3.648096,-6.3e-05,6.3e-05,784.0206101145584,784.0206101145584,784.0206101145584,0.0393620375251664,5884624610.012384,5884624610.012384,5884624610.012384,0.3,2.3,6539.512141318618,0.4428,1,88.19,-0.18,0.21,0.0,,,1,,,,7742.199299999978,0.00073,-0.00073,0,7744.023347999979,6539.512141318618,1,0.0361,0.0013,-0.0014,1,2017,0,0,0,4.0,796.0,26.0,3645.0,50.0,6831.0,Transit,4.0,26.0,50.0,1
GJ 436,0.47,-0.07,0.07,3586.11,-36.37,36.37,0.46,-0.02,0.02,9.75321,-0.00896,0.00898,4.79,-0.04,0.05,Gaia DR2 4017860992519744384,6.319,6.9,6.073,10.67,9.57148,6.017,5.69,5.76,5.58,0,0.099,-0.078,0.078,[Fe/H],6.0,-5.0,4.0,M2.5 V,175.5505363,26.7030669,GJ 436 b,4.1697408319091895,0.1681347109640802,-0.1681347109640802,0.372,0.015,-0.015,25.40084625504641,2.1008457675908003,-1.9991406774805045,0.07992,0.00661,-0.00629,0,1,17.59,2.64388312,-5.7e-07,5.7e-07,708.0229526560246,707.2135013562886,722.6797443787755,0.0291150522963397,4352700318.302789,4363874257.416437,4179088323.880399,0.1,2.3,4310.999354268881,0.736,1,86.44,-0.16,0.17,0.13827,-0.00018,0.00018,0,351.0,-0.03,0.03,4510.801620000042,7e-05,-7e-05,0,4512.123561560042,4128.452380374041,1,0.6819,0.0028,-0.0028,1,2004,0,0,0,1.0,2.0,2.0,6.0,3.0,10.0,Transit,1.0,2.0,3.0,3
GJ 9827,0.61,-0.01,0.02,4305.0,-49.0,49.0,0.6,0.0,0.01,29.661,-0.0541,0.0543,4.66,-0.01,0.02,Gaia DR2 2643842302456085888,7.379,7.984,7.193,10.37,9.83773,6.99,7.155,7.114,6.957,0,-0.26,-0.09,0.09,[Fe/H],10.0,-5.0,3.0,K6 V,351.7717763,-1.2853435,GJ 9827 d,2.0176165315689625,0.0448359229237547,-0.0448359229237547,0.18,0.004,-0.004,3.531073597266837,0.8708498340694089,-0.8803846862672492,0.01111,0.00274,-0.00277,0,1,1.73,6.20147,-6.3e-05,6.3e-05,699.5264395188933,699.5264395188933,699.5264395188933,0.0560656029281632,8381807637.760404,8381807637.760404,8381807637.760404,0.1,2.3,4382.94466564653,0.8927,1,87.443,-0.045,0.045,0.0,,,1,,,,7740.961149999872,0.00045,-0.00045,0,7744.061884999872,4382.94466564653,1,0.0957,0.0041,-0.0036,1,2017,0,0,0,2.0,360.0,16.0,1912.0,30.0,3404.0,Transit,2.0,16.0,30.0,2
GPX-1,1.68,-0.1,0.1,7000.0,-200.0,200.0,1.56,-0.1,0.1,655.013,-16.269,17.102,4.27,-0.05,0.05,Gaia DR2 457317534880081152,11.221,11.357,11.181,12.316,12.2228,11.1,11.108,10.845,8.371,0,0.35,-0.1,0.1,[Fe/H],0.27,-0.15,0.09,F2,38.3691648,56.025708,GPX-1 b,16.47720167447986,1.120898073093868,-1.120898073093868,1.47,0.1,-0.1,6261.219609915093,508.5254505514797,-508.5254505514797,19.7,1.6,-1.6,0,1,2310.0,1.744579,-8e-06,8e-06,2220.245520383753,2220.245520383753,2220.245520383753,0.033740665267985,5044229457.563771,5044229457.563771,5044229457.563771,0.3,2.3,7670.839992192709,0.82,1,79.9,-0.6,0.7,0.0,,,0,,,,8770.238229999784,0.0004,-0.0004,0,8771.110519499784,7670.839992192709,1,0.9,0.03,-0.03,1,2021,0,0,0,1194.0,1.0,17757.0,6.0,35310.0,11.0,Eclipse,1.0,6.0,11.0,2
Gaia-1,0.95,-0.07,0.07,5470.0,-110.0,110.0,0.95,-0.03,0.03,363.66,-3.008,3.058,4.44,-0.09,0.07,Gaia-1,11.368,11.711,11.269,13.242,12.9988,11.213,11.248,11.156,8.994,0,,,,,,,,,90.6436658,-0.5771099,Gaia-1 b,13.77583731832364,0.2353885953497123,-0.2353885953497123,1.229,0.021,-0.021,533.9517230790536,34.96112472541423,-34.96112472541423,1.68,0.11,-0.11,0,1,243.0,3.052524,-1.7e-05,1.7e-05,1235.5621320794803,1235.5621320794803,1235.5621320794803,0.0405138995579245,6056827983.909722,6056827983.909722,6056827983.909722,0.3,2.3,8320.343166700099,0.6825314324380269,1,85.73,-0.41,0.47,0.0,,,0,,,,8468.68524000002,0.00057,-0.00057,0,8470.21150200002,8320.343166700099,1,,,,1,2022,0,0,0,12.0,2.0,169.0,10.0,337.0,20.0,Eclipse,2.0,10.0,20.0,2
Gaia-2,1.0,-0.1,0.1,5720.0,-84.0,84.0,1.06,-0.03,0.03,209.229,-1.121,1.134,4.37,-0.07,0.07,Gaia-2,9.818,10.128,9.742,11.277,11.1968,9.716,9.769,9.704001,9.006,0,,,,,,,,,110.7353308,67.2526565,Gaia-2 b,14.818272526300936,0.1457167495022028,-0.1457167495022028,1.322,0.013,-0.013,259.6658081878493,14.937935109949716,-14.937935109949716,0.817,0.047,-0.047,0,1,107.1,3.6915224,-3.9e-06,3.9e-06,1270.095027713984,1270.095027713984,1270.095027713984,0.0467800260366392,6993613892.477565,6993613892.477565,6993613892.477565,0.3,2.3,8639.921320582944,0.7921374148779017,1,85.21,-0.25,0.25,0.0,,,0,,,,8843.988750000019,0.00019,-0.00019,0,8845.834511200019,8639.921320582944,1,1.631602,0.010898,-0.010898,1,2022,0,0,0,1.0,1.0,9.0,3.0,17.0,5.0,Eclipse,1.0,3.0,5.0,2
HAT-P-1,1.15,-0.05,0.05,5980.0,-49.0,49.0,1.17,-0.03,0.03,158.979,-0.965,0.977,4.36,-0.01,0.01,Gaia DR2 1928431764627661440,8.923,9.156,8.858,9.827,10.1786,8.732,8.751,8.624,8.37,0,0.13,-0.008,0.008,[Fe/H],3.6,0.0,0.0,G0 V,344.4453632,38.674919,HAT-P-1 b,14.78464558410812,0.2129706338878349,-0.2129706338878349,1.319,0.019,-0.019,166.85991346220428,8.263538571461545,-8.263538571461545,0.525,0.026,-0.026,0,1,59.5,4.46529976,-5.5e-07,5.5e-07,1279.1359127425362,1279.1359127425362,1279.1359127425362,0.055640344868307,8318231557.811907,8318231557.811907,8318231557.811907,0.3,2.3,9967.178365763571,0.7501,1,85.634,-0.056,0.056,0.0,,,0,253.1,-2.0,2.0,3979.932020000182,0.00024,-0.00024,0,3982.164669880182,9967.178365763571,1,1.476,0.024861,-0.024861,1,2006,0,0,0,1.0,1.0,2.0,2.0,4.0,3.0,Eclipse,1.0,2.0,3.0,3
HAT-P-11,0.81,-0.03,0.02,4780.0,-50.0,50.0,0.68,-0.01,0.01,37.7647,-0.0336,0.0337,4.66,-0.01,0.01,Gaia DR2 2086512227851023872,7.131,7.608,7.009,9.46,9.15098,6.919,7.001,6.97,6.867,0,0.31,-0.05,0.05,[Fe/H],6.5,-4.1,5.9,K4,297.7101763,48.0818635,HAT-P-11 b,4.3602935043351465,0.0560449036546934,-0.0560449036546934,0.389,0.005,-0.005,28.604556593520734,3.178284065946748,-3.178284065946748,0.09,0.01,-0.01,0,1,11.6,4.88780244,,,801.8369380736817,850.3709390442059,792.0141533761341,0.0525808443784489,7860836234.578115,6991074338.307385,8059254214.958259,0.3,2.3,7808.838422421109,0.026,1,89.36,-0.36,0.36,0.218,-0.031,0.034,0,19.0,-16.0,14.0,5109.33511900017,2.1e-05,-2.1e-05,0,5111.77902022017,9001.966067645177,1,0.43421,0.00022,-0.00022,1,2008,0,0,0,1.0,10.0,7.0,41.0,14.0,75.0,Transit,1.0,7.0,14.0,2
HAT-P-12,0.73,-0.02,0.02,4650.0,-60.0,60.0,0.7,-0.01,0.02,142.751,-0.45,0.453,4.61,-0.01,0.01,Gaia DR2 1499514786891168640,10.236,10.794,10.108,12.665,12.4197,10.077,10.139,10.018,8.49,0,-0.29,-0.05,0.05,[Fe/H],2.5,-2.0,2.0,K4,209.3886452,43.49331,HAT-P-12 b,10.749412520970196,0.3250604411972217,-0.2353885953497123,0.959,0.029,-0.021,67.06179379147638,3.813940879136098,-3.813940879136098,0.211,0.012,-0.012,0,1,0.0,3.2130598,-2.1e-06,2.1e-06,926.1137177843168,926.1137177843168,926.1137177843168,0.0383981481187653,5740523143.755425,5740523143.755425,5740523143.755425,0.3,2.3,8418.205849123031,0.211,1,89.0,-0.4,0.4,0.0,,,0,354.3,-2.1,2.1,4419.1955599999055,0.0002,-0.0002,0,4420.802089899906,8418.205849123031,1,1.977,0.037,-0.036,1,2009,0,0,0,1.0,1.0,2.0,8.0,4.0,15.0,Transit,1.0,2.0,4.0,2
HAT-P-13,1.32,-0.06,0.06,5653.0,-90.0,90.0,1.76,-0.05,0.05,246.81,-2.188,2.228,4.13,-0.04,0.04,Gaia DR2 1014520826353577088,9.058,9.328,8.975,10.421,10.4168,8.962,9.007,8.935,8.925,0,0.46,-0.07,0.07,[Fe/H],5.0,-0.7,2.5,G4,129.8823772,47.3519076,HAT-P-13 b,14.257823489754005,0.7285837475110143,-0.7285837475110143,1.272,0.065,-0.065,280.64248302309784,8.58136697805622,-14.937935109949716,0.883,0.027,-0.047,0,1,105.7,2.91625,-1.5e-05,1.5e-05,1670.52829996761,1665.3416226998943,1676.453213376798,0.0438528609705473,6556002715.096828,6598724541.980729,6511541274.302361,0.3,2.3,12687.948509180602,0.679,1,83.4,-0.68,0.68,0.0133,-0.0041,0.0041,0,210.0,-36.0,27.0,4779.929760000203,0.00075,-0.00075,0,4781.387885000203,12520.313566378136,1,0.72577,0.004628,-0.004628,1,2009,0,0,0,2.0,1.0,19.0,2.0,37.0,4.0,Eclipse,1.0,2.0,4.0,2
HAT-P-14,2.65,-0.73,0.73,6600.0,-90.0,90.0,1.82,-0.15,0.15,222.663,-1.244,1.257,4.25,-0.03,0.03,Gaia DR2 1340497608486742400,8.927,9.094,8.851,9.988,9.87283,8.805,8.82,8.775,8.761,0,0.11,,,[Fe/H],1.6,-0.3,0.4,F5 V,260.1161719,38.2421682,HAT-P-14 b,15.916752637932928,1.3450776877126418,-1.3450776877126418,1.42,0.12,-0.12,731.958820387536,17.16273395611244,-17.16273395611244,2.303,0.054,-0.054,0,1,225.8,4.62767,-5e-06,5e-06,1513.9340157948343,1601.8662043697182,1440.6400265167515,0.0752627933541518,11251787606.445698,10053165114.159166,12429233282.842567,0.3,2.3,7602.882950651852,0.9072,1,83.5,-0.3,0.3,0.11,-0.01,0.01,0,106.1,-2.5,2.6,7138.216359999962,0.00018,-0.00018,0,7140.530194999962,9399.826297760315,1,0.65,0.024,-0.024,1,2010,0,0,0,8.0,1.0,86.0,3.0,169.0,6.0,Eclipse,1.0,3.0,6.0,2
HAT-P-16,1.22,-0.04,0.04,6158.0,-80.0,80.0,1.24,-0.05,0.05,226.637,-4.305,4.471,4.34,-0.03,0.03,Gaia DR2 381592313648387200,9.623,9.85,9.553001,10.911,10.7568,9.506,9.531,9.505,8.681,0,0.17,-0.08,0.08,[Fe/H],2.0,-0.8,0.8,F8,9.5730343,42.4630961,HAT-P-16 b,14.44837616217996,0.739792728241953,-0.739792728241953,1.289,0.066,-0.066,1341.5537042361225,29.240213406710083,-29.240213406710083,4.221,0.092,-0.092,0,1,534.6,2.77596,-3e-06,3e-06,1573.2892593842391,1558.5980958252237,1590.296418012502,0.0413350880089227,6179595657.333954,6298379224.119973,6049798738.568583,0.3,2.3,11100.926591641177,0.439,1,86.6,-0.7,0.7,0.036,-0.004,0.004,0,214.0,-8.0,8.0,5027.59292999981,0.00031,-0.00031,0,5028.98090999981,10662.802175180304,1,1.147,0.03,-0.029,1,2010,0,0,0,16.0,1.0,191.0,2.0,377.0,3.0,Eclipse,1.0,2.0,3.0,3
HAT-P-15,1.0,-0.23,0.23,5568.0,-90.0,90.0,1.07,-0.07,0.07,192.516,-2.01,2.053,4.38,-0.03,0.03,Gaia DR2 179498266829041664,9.752,10.194,9.641,12.41,11.7232,9.601,9.647,9.66,8.441,0,0.22,,,[Fe/H],6.8,-1.6,2.5,G5,66.248142,39.460602,HAT-P-15 b,11.881519574795002,0.7846286511657078,-0.7846286511657078,1.06,0.07,-0.07,619.4475644530212,25.426272527573985,-24.79061571438464,1.949,0.08,-0.078,0,1,181.2,10.8635,-2.7e-05,2.7e-05,866.8094079035789,795.619119098659,962.5058319494284,0.0960660571545958,14361875544.612078,17051706285.313824,11651223301.89854,0.3,2.3,19626.38435773284,0.342,1,89.1,-0.2,0.2,0.19,-0.02,0.02,0,262.0,-1.0,1.0,4638.560969999991,0.00039,-0.00039,0,4643.992719999991,13410.469482328732,1,1.0,0.018,-0.018,1,2010,0,0,0,16.0,2.0,174.0,12.0,346.0,24.0,Eclipse,2.0,12.0,24.0,2
HAT-P-17,0.99,-0.15,0.15,5246.0,-80.0,80.0,0.87,-0.04,0.04,92.3831,-0.4802,0.4851,4.53,-0.02,0.02,Gaia DR2 1849786481031300608,8.619,9.017,8.544,10.375,10.2743,8.506,8.579001,8.489,8.065,0,0.0,,,[Fe/H],7.8,-3.3,3.3,K,324.5359781,30.4881882,HAT-P-17 b,11.769429767485615,0.4483592292375472,-0.4483592292375472,1.05,0.04,-0.04,170.6738543413404,5.403082912109472,-5.403082912109472,0.537,0.017,-0.017,0,1,59.09,10.33852,-9e-06,9e-06,749.925888737583,748.7766812339103,849.4028808137489,0.0926347854915091,13848900430.98062,13895277917.689356,10798026777.767015,0.3,2.3,14383.40227253614,0.311,1,89.2,-0.15,0.15,0.35,-0.01,0.01,0,201.0,-1.0,1.0,6569.0597199997865,5e-05,-5e-05,0,6574.228979999786,11177.34843550801,1,1.5,0.022,-0.022,1,2010,0,0,0,1.0,1.0,4.0,4.0,8.0,8.0,Either,1.0,4.0,8.0,2
HAT-P-18,0.77,-0.03,0.03,4803.0,-80.0,80.0,0.75,-0.04,0.04,161.4,-0.605,0.61,4.57,-0.04,0.04,Gaia DR2 1334573817793362560,10.34,10.822,10.234,12.597,12.3682,10.195,10.253,10.154,8.915,0,0.1,-0.08,0.08,[Fe/H],12.4,-6.4,4.4,K2,256.346376,33.0123251,HAT-P-18 b,11.152935827283988,0.5828669980088114,-0.5828669980088114,0.995,0.052,-0.052,63.56568131893496,6.038739725298821,-6.038739725298821,0.2,0.019,-0.019,0,1,27.5,5.508023,-6e-06,6e-06,820.0089757875346,852.4416166771764,792.5295997345455,0.0559866126551828,8369998591.949833,7747350113.052115,8962960615.091146,0.3,2.3,9563.24056696917,0.324,1,88.8,-0.3,0.3,0.084,-0.048,0.048,0,120.0,-56.0,56.0,4715.021740000229,0.0002,-0.0002,0,4717.7757515002295,11063.776298167002,1,2.158476,0.019381,-0.019381,1,2010,0,0,0,1.0,3.0,2.0,20.0,5.0,39.0,Transit,1.0,2.0,5.0,2
HAT-P-20,0.76,-0.03,0.03,4595.0,-80.0,80.0,0.69,-0.02,0.02,71.0374,-0.1983,0.1994,4.63,-0.02,0.02,Gaia DR2 869913435026514688,8.743,9.276,8.601,11.231,10.9903,8.559,8.648,8.515,8.063,0,0.35,-0.08,0.08,[Fe/H],6.7,-3.8,5.7,K3,111.9164295,24.3361185,HAT-P-20 b,9.718186293723836,0.3698963641209765,-0.3698963641209765,0.867,0.033,-0.033,2310.612515943286,57.20911318704147,-57.20911318704147,7.27,0.18,-0.18,0,1,1249.7,2.875317,-4e-06,4e-06,936.5586415642408,931.989295702808,941.5727934856396,0.0361397496120847,5402892567.006669,5457507079.351322,5346977468.209907,0.3,2.3,6663.966758609242,0.631,1,86.8,-0.2,0.2,0.015,-0.005,0.005,0,317.0,-130.0,130.0,5080.926609999966,0.00021,-0.00021,0,5082.364268499966,6529.003002487906,1,0.9898,,,1,2010,0,0,0,105.0,1.0,1209.0,3.0,2425.0,5.0,Eclipse,1.0,3.0,5.0,2
HAT-P-2,1.33,-0.03,0.03,6380.0,,,1.39,-0.09,0.09,127.774,-0.423,0.425,4.16,-0.02,0.02,Gaia DR2 1380825667768742144,7.652,7.796,7.603,8.72,8.59842,7.571,7.582,7.581,7.567,0,0.18,,,[Fe/H],1.44,-0.47,0.47,F8,245.1514324,41.0479601,HAT-P-2 b,12.666148225960708,0.4931951521613019,-0.4931951521613019,1.13,0.044,-0.044,2765.1071373736704,60.387397252988215,-63.56568131893496,8.7,0.19,-0.2,0,1,938.1,5.6335158,-3.6e-06,3.6e-06,1343.6373164063427,1512.4973418624372,1625.7301504295967,0.0681909925668821,10194553388.748877,8047536437.476038,6965547716.291224,0.3,2.3,13366.650823871105,0.457,1,86.16,-0.26,0.26,0.5172,-0.0019,0.0019,0,188.01,-0.2,0.2,9733.656278999988,0.000188,-0.000188,0,9736.473036899988,11569.508860748774,1,0.528928,0.002582,-0.002582,1,2007,0,0,0,90.0,1.0,644.0,1.0,1239.0,2.0,Eclipse,1.0,1.0,2.0,3
HAT-P-19,0.84,-0.04,0.04,4990.0,-130.0,130.0,0.82,-0.05,0.05,202.078,-1.451,1.471,4.54,-0.05,0.05,Gaia DR2 365426679516816512,10.644,11.095,10.546,12.826,12.5567,10.495,10.557,10.561,8.691,0,0.23,-0.08,0.08,[Fe/H],8.8,-5.2,5.2,K1,9.5165832,34.7114025,HAT-P-19 b,12.688566187422584,0.807046612627585,-0.807046612627585,1.132,0.072,-0.072,90.26326747288763,5.085254505514797,-5.085254505514797,0.284,0.016,-0.016,0,1,40.8,4.008778,-6e-06,6e-06,976.0663614142464,946.0623888147136,1009.7016263464208,0.0466327707133307,6971599221.642941,7422862629.081041,6516657052.0912485,0.3,2.3,10300.013284405508,0.404,1,88.2,-0.4,0.4,0.067,-0.042,0.042,0,256.0,-77.0,77.0,5091.534169999883,0.00034,-0.00034,0,5093.538558999882,9042.556431461897,1,2.148375,0.018797,-0.018797,1,2010,0,0,0,1.0,1.0,3.0,7.0,6.0,14.0,Transit,1.0,3.0,6.0,2
HAT-P-21,1.24,-0.6,0.6,5588.0,-80.0,80.0,1.21,-0.17,0.17,277.278,-3.144,3.215,4.33,-0.06,0.06,Gaia DR2 770622651659107712,10.154,10.503,10.111,11.459,11.5583,10.073,10.112,10.021,9.158,0,0.01,,,[Fe/H],10.2,-2.5,2.5,G3,171.2749348,41.0280207,HAT-P-21 b,12.441968611341936,1.793436916950189,-1.793436916950189,1.11,0.16,-0.16,1261.778774180859,41.317692857307726,-41.317692857307726,3.97,0.13,-0.13,0,1,533.8,4.12448,-7e-06,7e-06,1232.5697116827494,1142.4583134343334,1379.7981486309811,0.0541140639097851,8090052554.5128765,9419188209.380182,6457480206.242747,0.3,2.3,12853.25352811603,0.611,1,87.2,-0.7,0.7,0.23,-0.02,0.02,0,305.8,-1.9,2.1,8902.304030000232,0.00044,-0.00044,0,8904.366270000231,8811.760461579848,1,0.9,0.042,-0.042,1,2010,0,0,0,82.0,1.0,1083.0,7.0,2170.0,13.0,Eclipse,1.0,7.0,13.0,2
HAT-P-24,1.37,-0.69,0.69,6373.0,-80.0,80.0,1.38,-0.22,0.22,415.344,-6.435,6.636,4.27,-0.04,0.04,Gaia DR2 3167323052618369408,10.589,10.797,10.543,11.762,11.6396,10.5,10.513,10.65,8.736,0,-0.16,,,[Fe/H],2.8,-0.6,0.6,F8,108.8251171,14.2626064,HAT-P-24 b,14.571674950220284,2.353885953497123,-2.353885953497123,1.3,0.21,-0.21,229.78993796794987,9.85268060443492,-9.534852197840245,0.723,0.031,-0.03,0,1,87.4,3.35524,-7e-06,7e-06,1581.6531866122732,1569.450373089298,1601.9062954920707,0.0487505331897022,7288204711.860485,7404023394.691804,7107039696.952039,0.3,2.3,13423.739490599424,0.189,1,88.6,-0.7,0.7,0.07,-0.02,0.02,0,197.0,-36.0,36.0,8495.050869999919,0.00018,-0.00018,0,8496.72848999992,12885.29821632034,1,0.94,0.023,-0.023,1,2010,0,0,0,2.0,1.0,19.0,5.0,37.0,9.0,Eclipse,1.0,5.0,9.0,2
HAT-P-23,0.58,-0.38,0.38,5905.0,-80.0,80.0,0.96,-0.2,0.2,364.813,-4.653,4.772,4.33,-0.05,0.05,Gaia DR2 1808938730710633984,10.846,11.103,10.791,11.937,12.1741,10.748,10.793,10.816,9.031,0,0.15,,,[Fe/H],4.0,-1.0,1.0,G0,306.1239076,16.7621462,HAT-P-23 b,12.21778899672316,2.5780655681158966,-2.5780655681158966,1.09,0.23,-0.23,626.1219609915094,38.13940879136097,-38.13940879136097,1.97,0.12,-0.12,0,1,346.0,1.21288,-2e-06,2e-06,1980.161740290904,2084.346932401849,1896.265192958471,0.0185756780279867,2777063865.1840143,2507073441.243062,3029067312.0853057,0.3,2.3,7904.493052798986,0.324,1,85.1,-1.5,1.5,0.11,-0.04,0.04,0,121.0,-9.0,11.0,7575.195489999838,8e-05,-8e-05,0,7575.801929999838,9550.27528550026,1,1.4,0.028,-0.028,1,2010,0,0,0,12.0,1.0,166.0,3.0,330.0,5.0,Eclipse,1.0,3.0,5.0,2
HAT-P-22,1.13,-0.22,0.22,5302.0,-80.0,80.0,1.11,-0.05,0.05,81.7647,-0.2489,0.2505,4.36,-0.04,0.04,Gaia DR2 846946629987527168,7.935,8.293,7.837,9.763,9.51936,7.59,7.736,7.769,7.705,0,0.24,,,[Fe/H],12.4,-2.6,1.6,G5 V,155.6814593,50.1287115,HAT-P-22 b,12.890327840579484,2.129706338878349,-2.129706338878349,1.15,0.19,-0.19,696.6798672555273,24.47278730778996,-24.47278730778996,2.192,0.077,-0.077,0,1,0.0,3.21222,-9e-06,9e-06,1236.4468961268797,1241.885540473222,1231.8238913135497,0.044410581135337,6639381879.732888,6583173767.005334,6691156900.90455,0.3,2.3,10264.780101279606,0.466,1,86.9,-0.55,0.55,0.02,-0.01,0.01,0,156.0,-66.0,66.0,9629.717062000183,8.8e-05,-8.8e-05,0,9631.323172000186,10433.15225175729,1,1.1,0.36,-0.36,1,2010,0,0,0,4.0,1.0,24.0,1.0,45.0,1.0,Eclipse,1.0,1.0,1.0,3
