Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mj],Msin(i) Error Lower [Mj],Msin(i) Error Upper [Mj],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Impact Parameter,Impact Parameter Error Lower,Impact Parameter Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,ExoClock Priority,Transit Mid Time [days],ExoClock Ephemeris,Replaced Values,Transit,Transit Impact Parameter,Eclipse,Eclipse Impact Parameter,Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Eclipse Mid Time,Mass Flag,Planet Radius [Re],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Available Transits,Available Eclipses,Planet Semi-major Axis [m],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
HD183579,0.996,-0.049,0.049,5784,-61,61,0.96,-0.006,0.006,4.45,-0.1,0.1,-0.038,-0.04,0.04,[Fe/H],3.1,-1.9,1.9,,,,,24.8,-4.4,5.4,57.2651,-0.1864,0.1875,17.434,-0.0565783,0.0565783,HD 183579,HIP 96160,TIC 320004517,Gaia DR2 6641996571978861440,9.334,8.680000305,7.231,,7.518000126,7.150000095,,,,,,8.0888,,8.51549,7.09,7.137,7.138,7.04,293.2866147,-54.5327284,136.334626,-0.0666398,0.0666398,108.439,-0.0738186,0.0738186,-82.6324,-0.0520038,0.0520038,HD183579b,0.31135748,-0.00570971,0.00624499,0.03326,-0.00053,0.00063,,,,0.06418558,-0.00786588,0.00818051,5.03,-0.59,0.6,2.65,-0.35,0.37,17.471275,9.70E-06,9.70E-06,0.1322,-0.0022,0.0021,29.61171977,,,89.11,-0.13,0.2,0.48,-0.12,0.11,0.061,-0.042,0.061,270,-61,70,,,,,,,2458661.063,0.00071,0.00071,0.1106,-0.0035,0.0042,4.306,-0.029,0.031,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2021,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,2023-03,0,Published Confirmed,0,0,FALSE,FALSE,2023,3,13,TRUE,,FALSE,FALSE," a/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",high,2458661.063,TRUE,,TRUE,0.488010227,TRUE,0.431895951,15713.44034,657.7662703,14397.9078,14333.02229,563.3590452,13206.3042,751.5908271,729.665444,775.6194209,2458669.798,FALSE,3.489999994,,,,20.40000062,2.599998458,-2.500000107,72589.94,15551.82,12470.1,53.32891761,11.42529843,9.161282342,23,24,19776838507,9,37,67,137,463,781,Transit,9,37,67,0,0,0,1
WASP-193,1.059,-0.068,0.067,6078,-120,120,1.239,-0.028,0.028,4.284,-0.033,0.033,-0.06,-0.088,0.088,[Fe/H],4.4,-1.9,1.9,F9,4.29,-0.81,0.81,,,,362.087,-5.232,5.384,2.73356,-0.0401728,0.0401728,,,TIC 49043968,Gaia DR2 5453063823882876032,12.667,12.13399982,10.81,,10.952,10.74499989,,,,,,11.6337,,12.0421,10.64,10.677,10.491,8.377,164.3491401,-29.9971229,49.0464419,-0.0532507,0.0532507,-49.0311,-0.0532496,0.0532496,1.22666,-0.0549454,0.0549454,WASP-193b,1.464,-0.057,0.059,0.12142419,-0.004529575,0.004529575,,,,0.139,-0.029,0.029,14.8,-3,3,0.059,-0.013,0.015,6.2463345,-3.00E-07,3.00E-07,0.0676,-0.0015,0.0015,11.74,-0.34,0.35,88.49,-0.49,0.78,0.309,-0.16,0.094,0.056,-0.04,0.068,0,,,,,,,,,2457781.666,-0.00056,0.00056,1.24,-0.11,0.11,4.349,-0.053,0.053,,,,1,1,WASP-South,2023,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230708350B/abstract target=ref>Barkaoui et al. 2023</a>,2023-07,0,Published Confirmed,0,0,FALSE,FALSE,2023,7,12,TRUE,,FALSE,FALSE," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",,,,,TRUE,0.308395512,TRUE,0.308395512,15779.73386,1873.426708,12032.88044,15779.73386,1873.299441,12033.13498,1254.329538,1256.300965,1256.300965,2457785.011,FALSE,16.40994779,,,,44.17814852,9.217023791,-9.217023791,560064.43,46655.9,40083.61,411.4568747,34.27621854,29.44782067,61,61,10112816059,1,1,1,1,5,8,Transit,1,1,1,0,0,0,3
K2-99,1.44,-0.03,0.03,6069,-92,92,2.55,-0.02,0.02,3.783,-0.004,0.004,0.2,-0.07,0.07,[Fe/H],3.7,-0.4,0.4,,9.3,-0.5,0.5,,,,519.229,-12.389,12.998,1.89836,-0.0466995,0.0466995,,,TIC 176966903,Gaia DR2 3620612011248988416,11.751,11.14999962,9.755,,10.02400017,9.720000267,14.7016,11.3748,11.0081,10.9082,13.0903,10.5593,11.014,10.9485,9.685,9.714,9.721,8.85,208.7737624,-5.4424943,2.0139273,-0.0600154,0.0600154,-0.322918,-0.0769508,0.0769508,-1.98787,-0.0595033,0.0595033,K2-99b,1.06,-0.01,0.01,0.0426,-0.0004,0.0004,,,,0.87,-0.02,0.02,54,-1,1,,,,18.24783,-3.00E-05,3.00E-05,0.153,-0.001,0.001,13.1,-0.1,0.1,88.6,-0.2,0.2,0.34,-0.05,0.05,0.22,-0.01,0.01,334,-4,4,,,,,,,2458182.713,-0.0005,0.0005,0.182474531,,,11.1,-0.2,0.2,,,,1,1,K2,2016,<a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>,2022-03,0,Published Confirmed,0,0,FALSE,FALSE,2022,3,13,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,,,"Star Rotational Velocity [km/s], ",TRUE,0.337079012,TRUE,0.277780906,40857.14216,1877.290269,37102.56162,34300.96251,1516.754427,31267.45365,1185.677263,1155.36013,1272.717565,2458194.13,FALSE,11.88151957,,,,276.5107137,6.356568132,-6.356568132,590634.58,19895.94,24062.3,433.9155378,14.61674917,17.67760676,17,17,22888474217,34,306,597,8,53,104,Eclipse,8,53,104,0,0,0,1
HR858,1.204,-0.052,0.052,6354,-70,70,1.258,-0.019,0.019,4.3,-0.06,0.06,0.025,-0.05,0.05,[Fe/H],2,-0.6,0.6,,7.5,-0.2,0.2,6.7,-1.3,1.3,31.964,-0.072,0.0722,31.2565,-0.0700252,0.0700252,HD 17926,HIP 13363,TIC 178155732,Gaia DR2 5064574720469473792,7.668,6.381999969,5.225,,5.47300005,5.149000168,,,,,,5.9053,,6.25276,5.098,4.941,5.171,5.1,42.9849779,-30.8140609,162.4083969,-0.1120189,0.1120189,123.229,-0.0702546,0.0702546,105.788,-0.151254,0.151254,HR858b,0.17878521,-0.00419307,0.00401464,0.01460449,-0.000219111,0.000222534,,,,0.01116955,-0.0030205,0.00295757,1.3,-0.35,0.34,2.44,-0.68,0.69,3.58599,0.00015,0.00015,0.04888,-0.00066,0.00066,8.37,-0.16,0.17,85.98,-0.25,0.26,0.587,-0.028,0.025,0,,,90,,,,,,,,,2458409.19,0.00084,0.00084,0.02137,-0.00064,0.00065,2.705,-0.034,0.038,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2019,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,2025-01,0,Published Confirmed,0,0,TRUE,FALSE,2025,1,11,TRUE,,FALSE,FALSE," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, ",high,2458409.19,TRUE,,TRUE,0.586776214,TRUE,0.586776214,9792.94449,214.0633954,9364.817699,9792.94449,214.0633954,9364.817699,1552.992948,1552.992948,1552.992948,2458410.983,FALSE,2.003999974,,,,3.550000279,0.93999976,-0.960000702,1361348.42,110529.45,79311.47,1000.128086,81.201554,58.26695613,140,143,7312343920,4,10,16,72,146,246,Transit,4,10,16,0,0,0,2
NGTS-8,0.89,-0.04,0.05,5241,-50,50,0.98,-0.02,0.02,4.41,-0.03,0.03,0.24,-0.09,0.09,[Fe/H],12.48,-3.68,3.23,K0 V,3.56,-0.67,0.67,,,,428.976,-5.481,5.621,2.30266,-0.029933,0.029933,,,TIC 102068384,Gaia DR2 6840435777723109888,14.586,13.72000027,11.751,,12.14000034,11.6420002,,,,,,12.9376,,13.4954,11.59,11.615,11.864,8.872,328.9759206,-14.0684399,23.6701599,-0.0471077,0.0471077,21.3627,-0.0468883,0.0468883,-10.1937,-0.0480593,0.0480593,NGTS-8b,1.09,-0.03,0.03,0.114,-0.002,0.002,,,,0.93,-0.03,0.04,149.95,-3.56,3.56,0.89,-0.07,0.08,2.4997,1.00E-05,1.00E-05,0.035,-0.001,0.001,7.6,-0.18,0.18,86.9,-0.5,0.5,0.415268602,,,0.01,-0.01,0.014,0,,,,,,,,,2457500.178,0.00072,0.00072,1.306386642,,,2.61,-0.06,0.06,,,,1,1,Next-Generation Transit Survey (NGTS),2019,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,2020-01,0,Published Confirmed,0,0,FALSE,FALSE,2020,1,11,TRUE,,FALSE,FALSE," Transit Impact Parameter, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",alert,2457500.179,TRUE,,TRUE,0.410957879,TRUE,0.410957879,9408.686835,1142.900707,7122.885421,9408.686835,1142.851727,7122.98338,1344.288136,1344.355355,1344.355355,2457501.444,FALSE,12.217789,,,,295.5804181,12.71313626,-9.534852198,738513.37,47247.62,47823.74,542.556154,34.71093149,35.13418375,138,138,5235925475,10,135,270,3,15,30,Eclipse,3,15,30,1,0,1,2
TOI-2459,0.66,-0.0763,0.0763,4195,-124,124,0.6751,-0.063,0.063,4.599,-0.107,0.107,,,,,,,,,,,,,,,36.6113,-0.0345,0.0346,27.285,-0.0255967,0.0255967,,,TIC 192790476,Gaia DR2 4807503030677131392,11.942,10.77000046,7.741,,8.350000381,7.573999882,,,,,,9.3951,,10.1652,7.456,7.526,7.449,7.287,82.1433321,-39.3730456,90.1451933,-0.042479,0.042479,88.5756,-0.0423993,0.0423993,16.7487,-0.0446503,0.0446503,TOI-2459b,0.26345839,-0.00587029,0.00817202,0.04,-0.0009,0.0012,,,,0.038385493,-0.014819317,0.024226909,,,,,,,19.104718,2.30E-05,2.30E-05,0.139495617,,,44.432,-5.404,2.039,89.59,-0.41,0.28,0.321,-0.209,0.242,0,,,0,,,,,,,,,2458452.334,0.0007,0.0007,0.160826917,,,,,,,,,1,0,Transiting Exoplanet Survey Satellite (TESS),2023,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,2023-01,0,Published Confirmed,0,0,FALSE,FALSE,2023,1,10,TRUE,,FALSE,FALSE," Planet Semi-major Axis, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",high,2458452.334,TRUE,,TRUE,0.317946011,TRUE,0.317946011,11710.67164,499.0729895,10712.52566,11710.67164,499.0729895,10712.52566,445.0092477,445.0092477,445.0092477,2458461.887,TRUE,2.953100017,3.849679371,2.429715669,1.486228675,12.2,7.7,-4.71,9339.67,2693.58,1575.57,6.86148097,1.978865197,1.157508089,48,52,20868247254,6,36,70,4981,17933,40942,Transit,6,36,70,0,0,0,1
WASP-35,1.05,-0.19,0.19,5990,-80,80,1.08,-0.06,0.06,4.4,-0.01,0.01,-0.15,,,[Fe/H],5,-1.2,1.2,,3.9,,0.4,,,,202.218,-1.669,1.698,4.91668,-0.0408566,0.0408566,,,TIC 43647325,Gaia DR2 3211188618762023424,11.548,10.93999958,9.598,,9.887000084,9.524999619,,,,,,10.4408,,10.8531,9.482,9.525,9.53,8.337,76.0818912,-6.2297801,23.326083,-0.0623282,0.0623282,20.6638,-0.0640072,0.0640072,10.8219,-0.0557802,0.0557802,WASP-35b,1.3,-0.07,0.07,0.123695825,-0.000404217,0.000404217,,,,0.71,-0.1,0.1,94.8,-7.1,7.1,,,,3.16156853,1.70E-07,1.70E-07,0.042841965,,,8.53,-0.21,0.21,87.96,-0.28,0.28,0.30364407,,,0,,,0,,,,,,,,,2450000,6.80E-05,6.80E-05,1.5,-0.01,0.01,,,,,,,1,1,SuperWASP,2011,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,0,0,FALSE,FALSE,2017,3,10,TRUE,,FALSE,FALSE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Transit Mid Time, ",medium,2458120.804,TRUE,"Star Age [Gyr], Star Rotational Velocity [km/s], ",TRUE,0.30364407,TRUE,0.30364407,11064.96223,1333.749882,8397.462462,11064.96223,1333.749882,8397.462462,1450.231416,1450.231416,1450.231416,2450001.581,FALSE,14.57167495,,,,225.6581687,31.78284066,-31.78284066,1003397.56,72027.73,60664.68,737.1559449,52.91588447,44.56790737,130,129,6409066680,1,4,8,1,1,2,Eclipse,1,1,2,0,0,0,3
TOI-1266,0.431,-0.02,0.02,3618,-157,157,0.436,-0.013,0.013,4.793,-0.033,0.032,-0.195,-0.115,0.115,[Fe/H],4.6,-1.2,1.6,M3 V,1.3,,,44.6,-0.8,0.5,36.0118,-0.0295,0.0295,27.7397,-0.0226124,0.0226124,,,TIC 467179528,Gaia DR2 1678074272650459008,14.578,12.95100021,9.065,,9.706000328,8.840000153,16.5269,14.9498,12.5842,11.5997,11.6084,11.0402,,12.1222,8.715,8.612001,8.504,8.233,197.9965833,65.8336973,152.7729383,-0.0407272,0.0407272,-150.652,-0.0407797,0.0407797,-25.3682,-0.0388311,0.0388311,TOI-1266c,0.1900262,-0.0107057,0.0107057,0.0453,-0.0019,0.002,,,,0.00906149,-0.00251708,0.00251708,1.23,-0.34,0.34,1.6,-0.5,0.6,18.80171,0.00012,0.00012,0.1047,-0.0016,0.0016,52.1,-1.74,1.82,89.15,-0.06,0.06,0.769,-0.035,0.03,0,,,0,,,,,,,,,2459648.847,0.002,0.002,0.205,-0.017,0.018,1.951,-0.074,0.081,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,2024-01,0,Published Confirmed,0,0,TRUE,FALSE,2024,1,12,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2459122.398,TRUE,"Star Age [Gyr], ",TRUE,0.772890708,TRUE,0.772890708,6985.784367,711.398112,5562.988143,6985.784367,711.398112,5562.988143,354.4334508,354.4334508,354.4334508,2459658.248,FALSE,2.130000014,,,,2.879998928,0.799999526,-0.799999526,3359.43,168.31,164.01,2.468038487,0.123650607,0.120491569,49,47,15662897062,2,19,38,81297,584694,1485555,Transit,2,19,38,0,0,0,2
WASP-76,1.467,-0.081,0.079,6366,-90,92,1.744,-0.042,0.045,4.1233,-0.02,0.016,0.204,-0.096,0.093,[Fe/H],1.86,-0.56,0.75,,3.3,-0.6,0.6,,,,194.459,-5.839,6.206,5.12043,-0.157874,0.157874,,,TIC 293435336,Gaia DR2 2512326349403275520,10.132,9.520000458,8.331,,8.541000366,8.243000031,,,,,,9.02706,,9.39507,8.19,8.228,8.208,8.064,26.632936,2.700389,61.0509847,-0.2923456,0.2923456,45.3985,-0.300976,0.300976,-40.8191,-0.281304,0.281304,WASP-76b,1.845,-0.046,0.05,0.10873,-0.00047,0.00048,0.91,-0.042,0.042,0.91,-0.042,0.042,117.5,-3.2,3.2,0.18,-0.013,0.012,1.80988043,2.70E-07,2.70E-07,0.03304,-0.00062,0.00058,4.078,-0.083,0.06,88.5,-1.2,1,0.103,-0.071,0.084,0.016,-0.011,0.018,62,-82,67,61.28,-5.06,7.61,,,,2457360.293,5.80E-05,5.80E-05,1.182,-0.01,0.01,3.7526,-0.0115,0.013,,,,1,1,SuperWASP,2016,<a refstr=FU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..108F/abstract target=ref>Fu et al. 2021</a>,2021-09,0,Published Confirmed,7,8,FALSE,TRUE,2021,9,14,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",medium,2459305.915,TRUE,"Star Rotational Velocity [km/s], Projected Obliquity, ",TRUE,0.105235587,TRUE,0.108251554,13457.36079,1358.294945,10740.7709,13834.54403,1396.138652,11042.26673,2229.092167,2245.069707,2213.574144,2457361.207,FALSE,20.68056945,,,,289.22385,13.34879308,-13.34879308,5138271.67,358358.12,355523,3774.882119,263.2713384,261.1884894,192,193,4942713648,1,1,2,1,1,1,Eclipse,1,1,1,0,0,0,3
TOI-640,1.536,-0.076,0.069,6460,-150,130,2.082,-0.058,0.064,3.987,-0.036,0.03,0.072,-0.076,0.085,[Fe/H],1.99,-0.4,0.55,,6.1,-0.5,0.5,,,,341.997,-2.794,2.839,2.8953,-0.0239009,0.0239009,,,TIC 147977348,Gaia DR2 5580554052549277056,11.062,10.5010004,9.327,,9.519000053,9.243000031,,,,,,10.0367,,10.4006,9.214,9.233,9.223,8.512,99.7345935,-36.64613,6.2662934,-0.0434665,0.0434665,-3.87228,-0.0399987,0.0399987,4.92665,-0.0454769,0.0454769,TOI-640b,1.771,-0.056,0.06,0.08738,-0.00086,0.00091,,,,0.88,-0.16,0.16,78,-14,14,0.195,-0.04,0.042,5.0037904,5.80E-06,5.80E-06,0.06608,-0.0011,0.00098,6.82,-0.24,0.22,82.54,-0.59,0.42,0.8763,-0.0067,0.0063,0.05,-0.035,0.054,159,-99,86,184,-3,3,104,-2,2,2458459.739,0.00027,0.00027,0.764,-0.015,0.016,3.6048,-0.0408,0.0408,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2021,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,2021-04,0,Published Confirmed,0,0,FALSE,FALSE,2021,4,14,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",high,2459150.262,TRUE,"Projected Obliquity, True Obliquity, ",TRUE,0.867706313,TRUE,0.89936948,13104.60425,3728.104402,5648.395447,12667.92487,4729.425584,3209.073703,1749.143066,1766.954484,1735.572133,2458462.092,FALSE,19.85110487,,,,279.6889978,50.85254506,-50.85254506,2125317.83,251042.56,243406.12,1561.385771,184.4309005,178.8207143,169,168,9885427296,1,5,10,1,2,3,Eclipse,1,2,3,0,0,0,3
TOI-2567,1.13,-0.059,0.13,5611,-65,62,1.686,-0.044,0.043,4.044,-0.037,0.036,0.241,-0.079,0.078,[Fe/H],7.6,-2.7,1.8,,,,,,,,504.775,-5.115,5.219,1.95233,-0.0201238,0.0201238,,,TIC 258920431,Gaia DR2 2254929887069708160,14.296,12.3,10.764,,11.118,10.717,,,,,,11.7489,,12.2213,10.659,10.714,10.629,9.016,288.4656683,66.3479375,19.3174761,-0.0419979,0.0419979,-17.0736,-0.0421049,0.0421049,9.03643,-0.0416137,0.0416137,TOI-2567b,0.975,-0.029,0.031,0.05942682,-0.000572132,0.000614201,,,,0.201,-0.031,0.034,20.6,-3.1,3.2,0.269,-0.051,0.052,5.983944,1.30E-05,1.30E-05,0.0672,-0.0012,0.0024,8.64,-0.31,0.24,88.3,-0.82,1.1,0.26,-0.16,0.11,0,-0.052,0.048,0,,,,,,,,,2459007.781,0.00052,0.00052,0.3537,-0.0068,0.0073,5.4576,-0.0384,0.0384,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2022,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2022-08,0,Published Confirmed,0,0,FALSE,FALSE,2022,8,12,TRUE,,FALSE,FALSE," Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",low,2459007.781,TRUE,,TRUE,0.256316349,TRUE,0.256316349,19635.09074,1179.142086,17276.80656,19635.09074,1179.142086,17276.80656,1349.796817,1349.796817,1349.796817,2459010.773,FALSE,10.92875621,,,,63.88350973,10.80616582,-9.852680604,760793.8,65615.73,60688.87,558.9246923,48.20524523,44.58567879,207,208,10052976911,2,20,39,5,36,76,Transit,2,20,39,0,0,0,2
TOI-7041,1.07,-0.05,0.05,4700,-100,100,4.1,-0.08,0.08,3.244,-0.007,0.007,0.25,-0.1,0.1,[M/H],10.3,-1.9,1.9,,3,,,,,,439.52,-5.659,5.806,2.24667,-0.0294474,0.0294474,,,TIC 201175570,Gaia DR2 6522218077348813440,12.627,11.25,8.861,,9.343999863,8.690999985,,,,,,10.264,,10.908,8.623,8.716,8.613,8.692,357.8021716,-50.8698618,2.7099671,-0.0419472,0.0419472,2.07214,-0.0435411,0.0435411,-1.74647,-0.0395949,0.0395949,TOI-7041b,1.02,-0.03,0.03,0.0256,-0.0006,0.0006,,,,0.36,-0.16,0.16,36.2,-5,5,,,,9.691,-0.006,0.006,0.091521196,,,4.8,-0.1,0.1,87.53590555,,,0.2,-0.1,0.1,0.04,-0.04,0.04,131,-52,52,,,,,,,2460160.393,-0.012,0.012,0.065358717,,,,,,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2025,<a refstr=SAUNDERS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...75S/abstract target=ref>Saunders et al. 2025</a>,2025-02,0,Published Confirmed,0,0,FALSE,FALSE,2025,2,12,TRUE,,FALSE,FALSE," Planet Semi-major Axis, Inclination, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,,,,TRUE,0.2,TRUE,0.212451236,54641.3288,1439.417121,51762.49456,57870.72127,1531.847468,54807.02633,1516.918477,1540.878088,1495.04287,2460165.077,FALSE,11.43316035,,,,114.4182264,50.85254506,-50.85254506,1179376.73,114888.67,120981.35,866.4407832,84.4040981,88.88014574,52,50,13691376000,17,79,147,6,23,43,Eclipse,6,23,43,0,0,0,1
