Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star C/H,Star C/H Error,Star O/H,Star O/H Error,Star N/H,Star N/H Error,Star C/O,Star N/O,Star C/N,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia DR3 ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Coordinate Source,Coordinate Ref Epoch,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],2MASS RA,2MASS Dec,Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Planet Radius [Re],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mjup],Msin(i) Error Lower [Mjup],Msin(i) Error Upper [Mjup],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Mass Flag,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],Planet Semi-major Axis [m],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit,Transit Impact Parameter,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse,Eclipse Impact Parameter,Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Eclipse Mid Time,Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,In PLATO FOV,No. Desired Parameters,Inferred Parameters,ExoClock Orbital Parameters,ExoClock Priority,ExoClock Ephemeris,Uniform Stellar Parameters,Calculated Parameters,Assumed Parameters,Replaced Values,Available Transits,Available Eclipses,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
HR858,1.204,-0.052,0.052,6354,-70,70,1.258,-0.019,0.019,4.3,-0.06,0.06,0.025,-0.05,0.05,[Fe/H],,,,,,,,,,2,-0.6,0.6,,7.5,-0.2,0.2,6.7,-1.3,1.3,31.964,-0.072,0.0722,31.54176892,0.035200343,0.035200343,HD 17926,HIP 13363,TIC 178155732,Gaia DR3 5064574724769475968,7.668,6.38,5.225,,5.473,5.149,,,,,,5.9053,,6.25276,5.098,4.941,5.171,5.1,42.98446643,-30.81450259,Gaia,J2000,162.4083969,-0.1120189,0.1120189,123.229,-0.0702546,0.0702546,105.788,-0.151254,0.151254,,,HR858b,0.17878521,-0.00419307,0.00401464,2.003999974,0.01460449,-0.000219111,0.000222534,,,,0.01116955,-0.0030205,0.00295757,3.550000279,0.93999976,-0.960000702,FALSE,1.3,-0.35,0.34,,,,2.44,-0.68,0.69,3.585266,1.70E-05,1.70E-05,1552.992948,1552.992948,1552.992948,1361348.42,110529.45,79311.47,1000.128086,81.201554,58.26695613,0.04888,-0.00066,0.00066,7312343920,8.37,-0.16,0.17,85.98,-0.25,0.26,0,,,90,,,,,,,,,TRUE,0.586776214,2458903.961,0.0016,0.0016,0.02137,-0.00064,0.00065,2.705,-0.034,0.038,9790.967326,214.0201767,9362.926972,TRUE,0.586776214,,,,9790.967326,214.0201767,9362.926972,2458905.754,1,1,Transiting Exoplanet Survey Satellite (TESS),2019,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,2025-01,0,Published Confirmed,0,0,TRUE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,141,140,4,10,16,72,146,246,Transit,4,10,16,green,green,green,2
IRAS04125+2902,0.7,-0.04,0.04,4080,-95,95,1.45,-0.1,0.1,,,,,,,,,,,,,,,,,0.0033,-0.0005,0.0006,,7.1,-0.5,0.5,11.31,-0.06,0.06,159.244,-1.675,1.711,6.25187,-0.0662392,0.0662392,,,TIC 56658270,Gaia DR3 164800235906366976,18.123,15.642,9.756,,10.709,9.376,19.7358,16.8085,14.6598,16.9137,12.5717,12.8131,,13.991,9.038,8.893,8.598,4.739,63.9283394,29.166542,NEA,J2000,21.6185632,-0.1081182,0.1081182,12.3358,-0.138741,0.138741,-17.7536,-0.0896652,0.0896652,63.92827969,29.16662012,IRAS04125+2902b,0.958,-0.075,0.077,10.73820354,0.0679,-0.0025,0.0028,,,,0.828402983,-0.530946877,1.472587064,263.29,468.03,-168.75,TRUE,,,,103.2590212,183.55547,66.18162418,,,,8.834978,-2.80E-05,2.80E-05,853.7134297,853.7134297,853.7134297,119161.51,28566.95,19300.08,87.54318228,20.98699245,14.17899472,0.077,-0.01,0.0069,11519036044,11.42,-1,0.66,88.3,-1.6,1.2,0,,,0,,,,,,,,,TRUE,0.338788507,2458821.825,-0.0033,0.0033,0.460962823,,,5.995,-0.13,0.168,21585.48254,1541.941144,18501.60025,TRUE,0.338788507,,,,21585.48254,1541.941144,18501.60025,2458826.243,1,0,Transiting Exoplanet Survey Satellite (TESS),2024,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024Natur.635..574B/abstract target=ref>Barber et al. 2024</a>,2024-11,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,,,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Planet Mass, ",,40,40,10,91,181,4,19,35,Eclipse,4,19,35,green,green,green,2
K2-100,1.294503,0.022929,0.021753,6365,113,113,1.252881,0.025399,0.029805,4.44,0.1,0.1,0.14,-0.04,0.04,[Fe/H],0.29,0.07,,,,,,,,0.79,-0.03,0.03,,14,0.2,0.2,4.3,-0.1,0.1,188.959,-2.41,2.471,5.26448,-0.0678257,0.0678257,,,TIC 307733361,Gaia DR3 664337230586013312,11.234,10.651,9.242,,9.463,9.182,,,10.373,,,10.0121,10.408,10.4053,9.175,9.189,9.145001,7.632,129.6010863,20.1060074,NEA,J2000,38.415718,-0.1038456,0.1038456,-36.1442,-0.108151,0.108151,-13.014,-0.0611836,0.0611836,129.6012512,20.10606335,K2-100b,0.31224909,-0.0178428,0.0178428,3.499994033,0.0269,-0.0007,0.0017,,,,0.02517081,-0.04719528,0.04719528,7.999998435,15.00000064,-15.00000064,FALSE,3.722953054,,,,,,,,,1.673916,-1.30E-05,1.20E-05,2011.999515,2189.834328,1948.270771,2065122.43,318082.76,238309.72,1517.162625,233.6826467,175.0765936,0.029155298,,,4361570568,5.003928287,-0.8,0.3,85.1,-3.1,3.3,0.24,-0.12,0.19,29,-33,41,,,,,,,TRUE,0.360818025,2457144.067,-0.00037,0.00055,0.065592412,,,1.55,-0.35,0.23,7777.476063,237.2828474,7302.910368,TRUE,0.455839666,,,,9391.59495,311.2117693,8769.171411,2457145.128,1,1,K2,2016,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...64M/abstract target=ref>Mann et al. 2017</a>,2017-02,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,,,TRUE," Planet Semi-major Axis, Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Planet Mass [Mjup], ",211,212,2,17,33,15,114,225,Transit,2,17,33,green,green,green,2
K2-107,1.276449,0.084661,0.042894,5970,118,118,1.779339,0.06556,0.072728,4.06,0.09,0.09,0.1,-0.1,0.1,[Fe/H],0.14,0.06,,,0.14,0.12,,,3.981071706,4.25,-1.75,1.75,F9 IV,4.5,0.3,0.3,,,,685.2,-19.364,20.502,1.486346062,0.013786388,0.013786388,,,TIC 414843476,Gaia DR3 4081684580199958528,13.634,13.012,11.257,,11.564,11.21,,,,,,12.2834,12.749,12.7669,11.165,11.207,11.096,8.123,284.985381,-22.29340174,Gaia,J2000,7.6809039,-0.064187,0.064187,-6.2457,-0.0672796,0.0672796,-4.47074,-0.0576755,0.0576755,284.9853841,-22.29340111,K2-107b,1.44,-0.15,0.15,16.14093225,0.083,-0.001,0.001,,,,0.84,-0.08,0.08,266.9758615,25.42627253,-25.42627253,FALSE,95.5,-1.3,1.3,,,,0.35,-0.1,0.1,3.3139202,1.20E-06,1.20E-06,1762.194791,1762.194791,1762.194791,2227874.14,326210.74,269740.92,1636.729779,239.6539476,198.1678356,0.048,-0.005,0.005,7180697794,5.738664563,-0.31,0.31,81.9,-0.7,0.7,0,,,0,,,,,,,,,TRUE,0.808584907,2457370.803,0.00012,0.00012,0.691637409,,,3.19,-0.45,0.45,11588.77013,2321.799494,6945.171147,TRUE,0.808584907,,,,11588.77013,2321.799494,6945.171147,2457372.46,1,1,K2,2017,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,2017-03,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,TRUE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,106,105,5,65,129,2,11,21,Eclipse,2,11,21,yellow,green,green,2
K2-121,0.711514,-0.071151,0.071151,4471.38,-103.57,111.56,0.768,-0.041929,0.042176,,,,,,,,,,,,,,,,,,,,,,,,,,,169.398,-1.048,1.061,5.87462,-0.0364652,0.0364652,,,TIC 7059054,Gaia DR3 662078902422542336,14.36,13.229,10.742,,11.309,10.616,16.6768,14.4538,12.9405,12.6118,13.8626,12.244,12.935,12.9247,10.549,10.612,10.533,8.299,126.9366624,17.5793267,NEA,J2000,20.2195641,-0.0515579,0.0515579,-13.8705,-0.0620806,0.0620806,-14.7119,-0.0399412,0.0399412,126.936725,17.57938938,K2-121b,0.8136319,-0.06066554,0.05888126,9.119984289,0.108881,-0.005455,0.005142,,,,0.16046394,-0.03460987,0.03460987,50.99999837,10.99999983,-10.99999983,FALSE,24.20666432,,,,,,,,,5.18575338,5.30E-07,5.30E-07,824.3663307,929.7134531,750.9472493,106018.6,16425.06,15073.18,77.88761342,12.06683284,11.07366082,0.052,-0.002,0.002,7779089276,14.71,-0.82,0.83,87.25,-0.45,0.91,0.22,-0.18389,0.194341,72.97,-104.5057,64.8569,,,,,,,TRUE,0.554878934,2458139.225,6.90E-05,6.90E-05,1.185234766,,,,,,7516.3154,1029.911744,5456.491913,TRUE,0.850506439,,,,8537.41136,2673.461365,3190.488631,2458142.036,1,1,K2,2017,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2017-11,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,low,TRUE,FALSE," Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Planet Mass [Mjup], ",68,68,1,6,12,12,90,179,Transit,1,6,12,orange,green,green,2
K2-129,0.360031,-0.074196,0.067677,3459.09,-83.62,89.05,0.36001,-0.029677,0.030968,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7957,-0.0742,0.0746,35.9483,-0.0956121,0.0956121,,,TIC 2468648,Gaia DR3 6769308026926349056,15.182,13.639,9.102,,9.697,8.852,,,,,,11.2323,12.533,12.4624,,,,,289.1485491,-25.6463233,NEA,J2000,316.2727299,-0.131792,0.131792,51.4429,-0.138288,0.138288,-312.061,-0.131611,0.131611,,,K2-129b,0.09278259,-0.00802926,0.0089214,1.039998263,0.026595,-0.000866,0.001226,,,,0.004373429,-0.001352931,0.001950738,1.39,0.62,-0.43,TRUE,,,,0.876933109,0.39115002,0.271281466,,,,8.2395,0.0003,0.0003,417.2122946,437.9725197,402.8608233,7122.53,2605.9,1866.69,5.232637133,1.914450217,1.371382277,0.057,-0.004,0.003,8527078630,34.37,-4.7,4.51,89.21,-0.48,0.5,0.13,-0.109504,0.210105,39.89,-143.1102,97.2451,,,,,,,TRUE,0.430022027,2457335.01,0.001,0.001,0.07014145,,,,,,5626.118059,177.8508956,5270.416268,TRUE,0.50824645,,,,6362.44646,220.3564003,5921.73366,2457339.654,1,0,K2,2017,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2017-11,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Planet Mass, ",,42,43,10,114,225,121632,762926,1843654,Transit,10,114,225,green,green,green,1
K2-138,0.865739,0.055179,0.048586,5378,121,121,0.883463,0.032828,0.039213,4.48,0.05,0.05,0.14,-0.04,0.04,[M/H],,,,,,,,,,2.8,-1.7,3.8,,4.3,0.3,0.3,,,,202.585,-1.989,2.028,4.90795,-0.048567,0.048567,,,TIC 4610830,Gaia DR3 2413596935442139520,13.063,12.246,10.384,,10.756,10.305,15.0982,14.8948,12.065,11.8643,13.046,11.5018,12.069,12.0252,10.274,10.332,10.279,8.84,348.9490311,-10.8497391,NEA,J2000,10.5710313,-0.0816482,0.0816482,-1.018,-0.0835275,0.0835275,-10.5219,-0.0816304,0.0816304,348.9490359,-10.84969318,K2-138f,0.25907753,-0.00990276,0.0146311,2.903995042,0.03085,-0.00089,0.00088,,,,0.00512853,-0.00371268,0.00667023,1.629992518,2.119988573,-1.179995169,FALSE,0.47,-0.34,0.61,,,,0.4,-0.3,0.5,12.7576,0.0012,0.0012,754.0887232,769.1860766,741.6475135,68960,6260.75,3614.84,50.66214628,4.59952193,2.655677971,0.10447,-0.00088,0.0007,15628489552,25.43119146,-1.2,0.6,88.8,-0.2,0.2,0.062,-0.043,0.064,144,-80,117,,,,,,,TRUE,0.511888808,2457738.702,0.0044,0.0044,0.090814177,,,3.2,-0.08,0.08,11892.78592,477.6057116,10937.5745,TRUE,0.550609085,,,,12459.25704,528.6892208,11401.8786,2457744.673,1,0,K2,2017,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,2019-11,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,13,,FALSE,high,TRUE,TRUE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,25,26,1,8,16,2095,16248,29920,Transit,1,8,16,green,green,green,2
K2-138,0.865739,0.055179,0.048586,5378,121,121,0.883463,0.032828,0.039213,4.48,0.05,0.05,0.14,-0.04,0.04,[M/H],,,,,,,,,,2.8,-1.7,3.8,,4.3,0.3,0.3,,,,202.585,-1.989,2.028,4.90795,-0.048567,0.048567,,,TIC 4610830,Gaia DR3 2413596935442139520,13.063,12.246,10.384,,10.756,10.305,15.0982,14.8948,12.065,11.8643,13.046,11.5018,12.069,12.0252,10.274,10.332,10.279,8.84,348.9490311,-10.8497391,NEA,J2000,10.5710313,-0.0816482,0.0816482,-1.018,-0.0835275,0.0835275,-10.5219,-0.0816304,0.0816304,348.9490359,-10.84969318,K2-138g,0.26880186,-0.02239272,0.02703185,3.012994869,0.03187,-0.0025,0.00295,,,,0.01359217,-0.0095334,0.01654973,4.319977733,5.259974315,-3.029985331,FALSE,0.83,-0.58,1.02,,,,0.9,-0.6,1.1,41.9665,0.006,0.006,507.0419566,512.0402234,503.7797383,14180.98,1668.27,617.73,10.41819726,1.225611061,0.453821456,0.23109,-0.00196,0.00154,34570571940,56.25016551,-2.6,1.2,89.4,-0.3,0.4,0.059,-0.04,0.063,164,-72,92,,,,,,,TRUE,0.577595929,2457773.854,0.0044,0.0044,0.097759438,,,4.75,-1.42,0.8,17235.34745,787.292201,15660.76304,TRUE,0.596692924,,,,17530.00075,827.4042852,15875.19218,2457793.323,1,0,K2,2021,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,2019-11,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,13,,FALSE,high,TRUE,TRUE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,6,8,6,70,140,37500,278583,475056,Transit,6,70,140,green,green,green,1
K2-139,0.857503,0.058212,0.063993,5114,150,150,0.934874,0.042389,0.046339,4.49,0.12,0.12,0.22,-0.08,0.08,[Fe/H],0.17,0.03,0.08,0.15,0.15,0.12,0.676082975,0.16218101,4.168693835,1.8,-0.3,0.3,K0 V,3.5,0.3,0.3,17.24,-0.12,0.12,153.856,-0.921,0.932,6.47101,-0.0388505,0.0388505,,,TIC 11023038,Gaia DR3 4084602654011029376,12.434,11.652,9.768,,10.177,9.66,,,,,,10.9139,11.47,11.4626,9.604,9.677,9.566,8.242,289.066707,-17.9107147,NEA,J2000,38.7241554,-0.082546,0.082546,37.2813,-0.0838795,0.0838795,-10.4721,-0.0632543,0.0632543,289.0665385,-17.91066931,K2-139b,0.808,-0.033,0.034,9.056856431,0.0961,-0.0015,0.0023,,,,0.387,-0.075,0.083,122.9995934,26.37975775,-23.83713049,FALSE,27.7,-5.3,6,,,,0.91,-0.2,0.24,28.3824,0.0003,0.0003,566.6375133,598.4798499,541.6273291,23268.79,6109.91,3686.85,17.09464679,4.488705832,2.708580829,0.179,-0.027,0.021,26778018855,40.72684858,-6.7,4.7,89.62,-0.36,0.25,0.12,-0.08,0.12,124,-79,175,,,,,,,TRUE,0.242130872,2457325.817,0.0003,0.0003,0.788837313,,,4.89,-0.22,0.08,18503.1273,1715.213649,15072.7,TRUE,0.295629721,,,,22304.73335,2127.201891,18050.32957,2457338.791,1,1,K2,2017,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1765B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,2018-04,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,13,,FALSE,alert,TRUE,TRUE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,14,10,4,36,71,111,724,1235,Transit,4,36,71,green,green,green,1
K2-140,1.04272,0.020175,0.018948,5678,39,39,1.000036,0.014394,0.015388,4.45,0.08,0.08,0.1,-0.1,0.1,[Fe/H],0.2,0.04,0.21,0.15,0.38,0.12,0.537031796,0.204173794,2.630267992,9.8,-4.6,3.4,G6 V,3.2,0.3,0.3,14.6,-4.1,4.1,347.917,-7.917,8.287,2.874799975,0.015951281,0.015951281,,,TIC 380255458,Gaia DR3 3579426053724051584,13.349,12.727,11.068,,11.421,10.995,,,,,,12.0213,12.483,12.4814,10.985,11.03,10.891,8.898,188.1373457,-9.607637228,Gaia,J2000,9.1626225,-0.0828093,0.0828093,-6.83111,-0.100677,0.100677,6.10652,-0.0524851,0.0524851,188.1373471,-9.607638088,K2-140b,1.21,-0.09,0.09,13.56286668,0.117,-0.001,0.001,,,,0.93,-0.04,0.04,295.5804181,12.71313626,-12.71313626,FALSE,104.1,-2.7,2.7,,,,0.66,-0.18,0.18,6.5692052,1.40E-06,1.40E-06,1052.00933,1052.00933,1052.00933,277671.1,28387,25393.36,203.9938208,20.85479041,18.65548316,0.068,-0.001,0.001,10172655208,14.56537255,-0.2,0.2,88.3,-0.1,0.1,0,,,90,,,,,,,,,TRUE,0.432099897,2457831.346,0.00012,0.00012,1.557,-0.002,0.002,3.81,-0.04,0.04,12792.71123,1616.238492,9560.234245,TRUE,0.432099897,,,,12792.71123,1616.238492,9560.234245,2457834.63,1,1,K2,2017,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,2019-01,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,low,TRUE,TRUE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,48,49,4,48,96,3,18,36,Eclipse,3,18,36,yellow,green,green,2
K2-146,0.358,-0.042,0.042,3385,-70,70,0.35,-0.035,0.035,4.906,-0.041,0.041,-0.02,-0.12,0.12,[Fe/H],,,,,,,,,,5,-2,4,M3.0 V,2,,,,,,79.3002,-0.4723,0.478,12.5821,-0.0749898,0.0749898,,,TIC 175261852,Gaia DR3 661192902209491456,17.873,16.7,11.605,,12.183,11.37,,,,,,13.7247,15.031,14.9834,11.175,11.03,10.98,8.451,130.0266951,19.0923416,NEA,J2000,129.9980836,-0.0777051,0.0777051,-15.9167,-0.117628,0.117628,-129.02,-0.0769376,0.0769376,130.0267676,19.09289743,K2-146b,0.2007319,-0.00892142,0.00892142,2.249999999,0.0589,-0.0014,0.0014,,,,0.01761957,-0.00220245,0.00220245,5.599999858,0.700001174,-0.700001174,FALSE,5.16901675,,,,,,2.702,-0.494,0.494,2.6698,-0.0001,0.0001,612.9270007,610.6994172,627.2370266,31910.76,3284.04,2717.77,23.44355555,2.412652478,1.99663662,0.0248,-0.0002,0.0002,3710027193,15.25,-0.126,0.126,88.5,-0.3,0.3,0.14,-0.07,0.07,191,-15,11,,,,,,,TRUE,0.402116001,2458300.435,-0.0007,0.0007,0.347350228,,,,,,4803.148511,315.9014763,4171.345558,TRUE,0.38119131,,,,4592.083193,296.6201181,3998.842957,2458301.536,1,0,K2,2018,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,2020-03,0,Published Confirmed,0,0,TRUE,FALSE,0.2,2.3,0.8,FALSE,13,,FALSE,,,FALSE," Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Age [Gyr], ",131,133,8,118,235,827,6378,11948,Transit,8,118,235,red,orange,orange,1
K2-155,0.65,-0.03,0.06,4258,-150,150,0.58,-0.03,0.06,4.6,-0.3,0.3,-0.3,-0.2,0.2,[Fe/H],,,,,,,,,,,,,,,,,34.8,-8.2,8.2,72.7998,-0.2841,0.2864,13.7077,-0.05342,0.05342,,,TIC 17307715,Gaia DR3 145333927996558976,14.073,12.773,9.686,12.289,10.274,9.496,16.2529,13.7327,12.4368,11.8768,13.262,11.4529,12.656,12.2528,9.435,9.404,9.343,8.317,65.469614,21.3532633,NEA,J2000,214.7913175,-0.11701,0.11701,200.606,-0.122714,0.122714,-76.7629,-0.065976,0.065976,,,K2-155c,0.23195646,-0.0178428,0.06244982,2.599995491,0.0321,-0.001,0.0016,,,,0.032344497,-0.011484184,0.017713961,10.28,5.63,-3.65,TRUE,,,,3.647077377,1.99737798,1.294925333,,,,13.853487,4.60E-05,4.60E-05,579.4404069,579.4404069,579.4404069,26249.7,7809.45,4648.85,19.28460181,5.737289708,3.415323647,0.0946,-0.003,0.0031,14151958568,27,-4.2,2.2,88.96,-0.88,0.71,0,,,0,,,,,,,,,TRUE,0.490061542,2457925.398,0.00099,0.00099,0.103,-0.006,0.01,3.528,-0.624,0.312,12822.07051,520.1093069,11781.85189,TRUE,0.490061542,,,,12822.07051,520.1093069,11781.85189,2457932.324,1,0,K2,2018,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,2018-05,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Planet Mass, ",,25,26,7,73,146,996,6515,11409,Transit,7,73,146,green,green,green,1
